"id_dim_dechet","GROUPE DE DECHETS","SOUS-GROUPE DE DECHETS","DESCRIPTION PHYSIQUE","CATEGORIE","FAMILLE IN"
3358,"Coupelles en acier inoxydable",NA,"Coupelles contenant des émetteurs alpha(75 coupelles)","FA-VL","DIV9"
3359,"Coupelles en acier inoxydable",NA,"Coupelles contenant des émetteurs bêta(45 coupelles)","FMA-VC","DIV3"
3360,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets compactables(54 m3 - 1 t - 54 big-bags)","TFA","TFA"
3361,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets incinérables(4,56 m3 - 0,08 t - 38 fûts de 120 litres)","FMA-VC","F3-7-01"
3362,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets métalliques en caissons de 1 m3(4 m3 - 1 t - 3 caissons)","TFA","TFA"
3363,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets métalliques en caissons de 10 m3(42,5 m3 - 1 t - 5 caissons)","FMA-VC","F3-6-04"
3364,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets métalliques en caissons de 2 m3(16,8 m3 - 1 t - 6 caissons)","TFA","TFA"
3365,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets technologiques FA amiantés(5,77 m3 - 1 t - 5 conteneurs)","FMA-VC","F3-6-04"
3366,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Déchets technologiques TFA amiantés(96 m3 - 1 t - 96 Big bag)","TFA","TFA"
3367,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Filtre THE(12 m3 - 1 t - 71 filtres)","TFA","TFA"
3368,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Filtres air respirable(0,87 m3 - 1 t - 13 filtres)","TFA","TFA"
3369,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Fûts métalliques de 200 litres(1 m3 - 1 t - 5 fûts de 200 litres)","TFA","TFA"
3370,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Piège à iode(0,09 m3 - 1 t - 1 pièges à iode)","TFA","TFA"
3371,"Déchets des Sous-marins Nucléaires Lanceurs d'Engins et des Installations de Soutien à Terre",NA,"Résines(0,84 m3 - 1 t - 4 Fûts/bidons)","FMA-VC","F3-7-01"
3372,"Déchets divers",NA,"Détecteurs d'incendie(0,2 m3 - 1 t - 80 détecteurs)","AUTRES","S01"
3373,"Déchets divers",NA,"Sources DOM 410(0,2 m3 - 1 t - 62 sources)","AUTRES","S01"
3374,"Déchets liquides",NA,"Huile usagée(0,24 m3 - 0,08 t - 2 fûts)","FMA-VC","F3-7-01"
3375,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Foudroyant, arrêté en 1998","""Compartiments """"réacteur-échangeur""""  ""","FMA-VC","F3-6-04"
3376,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Foudroyant, arrêté en 1998","""Compartiments """"réacteur-échangeur"""" (650 m3 - 0,14180076923077 t )""","TFA","TFA"
3377,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Redoutable, arrêté en 1991","""Compartiments """"réacteur-échangeur """" (650 m3 - 0,14180076923077 t )""","TFA","TFA"
3378,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Redoutable, arrêté en 1991","""Compartiments """"réacteur-échangeur""""  ""","FMA-VC","F3-6-04"
3379,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Terrible, arrêté en 1996","""Compartiments """"réacteur-échangeur"""" (650 m3 - 0,14180076923077 t )""","TFA","TFA"
3380,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Terrible, arrêté en 1996","""Compartiments """"réacteur-échangeurs""""  ""","FMA-VC","F3-6-04"
3381,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Tonnant, arrêté en 1999
","""Compartiments """"réacteur-échangeur"""" ""","FMA-VC","F3-6-04"
3382,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","Le Tonnant, arrêté en 1999
","""Compartiments """"réacteur-échangeur""""(650 m3 - 0,14180076923077 t )""","TFA","TFA"
3383,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","L'Indomptable, arrêté en 2005","""Compartiments """"réacteur-échangeur"""" ""","FMA-VC","F3-6-04"
3384,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","L'Indomptable, arrêté en 2005","""Compartiments """"réacteur-échangeur""""(650 m3 - 0,14180076923077 t )""","TFA","TFA"
3385,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","L'Inflexible, arrêté en 2008","""Compartiments """"réacteur-échangeur"""" ""","FMA-VC","F3-6-04"
3386,"Déchets métalliques provenant des six sous-marins SNLE type LE REDOUTABLE:","L'Inflexible, arrêté en 2008","""Compartiments """"réacteur-échangeur""""(650 m3 - 0,14180076923077 t )""","TFA","TFA"
3387,"Déchets technologiques","Autres déchets","Déchets en attente d'élimination(0,005 m3 - 1 t - 1 Fût)","TFA","TFA"
3388,"Déchets technologiques","Autres déchets","Déchets métalliques(0,12 m3 - 1 t - 1 Fût)","FA-VL","DIV6"
3389,"Déchets technologiques","Autres déchets","Sources de contrôles DOM 410(0,12 m3 - 1 t - 1 Fût)","AUTRES","S01"
3390,"Déchets technologiques","Déchets de scintillation liquide","Fioles de 20 ml en polyéthylène contenant du 3H et/ou du 14C avec du liquide scintillant(0,1 m3 - 0,08 t - 1 Fût de 120 litres)","FMA-VC","F3-7-01"
3391,"Déchets technologiques","Déchets liquides","Déchets liquides aqueux en bonde de 30 litres(0,03 m3 - 0,08 t - 1 Bonde de 30 litres)","FMA-VC","F3-7-01"
3392,"Déchets technologiques","Déchets solides","Déchets solides incinérables(0,12 m3 - 0,08 t - 1 Fût de 120 litres)","FMA-VC","F3-7-01"
3393,"Déchets technologiques","Déchets solides","Déchets solides non incinérables(0,12 m3 - 1 t - 1 Fût de 120 litres)","TFA","TFA"
3394,"Divers",NA,"Echantillons de pechblende(0,003 m3 - 1 t - 8 fragments)","FA-VL","DIV9"
3395,"Filtres atmosphériques",NA,"Filtres atmosphériques (2 filtres)","FMA-VC","DIV3"
3396,"Flacons contenant du liquide scintillant",NA,"Liquide de scintillation émetteurs alpha ( bêta/gamma)(103 flacons)","FMA-VC","F3-7-01"
3397,"Flacons contenant du liquide scintillant",NA,"Liquide de scintillation émetteurs bêta(870 flacons)","FMA-VC","F3-7-01"
3398,"Flacons en plastique de divers contenances",NA,"Solution aqueuse connue(0,011 m3 )","FMA-VC","F3-7-01"
3399,"Flacons en plastique de divers contenances",NA,"Solution aqueuse non analysée(0,055 m3 )","FMA-VC","F3-7-01"
3400,"Frottis",NA,"Frottis Pu239(14 frottis)","FA-VL","DIV9"
3401,"Matrices solides biologiques",NA,"Echantillons de sol et végétaux ","FMA-VC","DIV3"
3402,"Pastilles électrodéposées",NA,"Sources électrodéposées alpha(133 pastilles)","FA-VL","DIV9"
3403,"Solution organique",NA,"Lait(0,0015 m3 )","FMA-VC","F3-7-01"
3404,"Solution organique",NA,"Solution organique(0,017 m3 )","FMA-VC","F3-7-01"
3411,NA,NA,"SNI: solides non incinérables (0,6m3)","FMA-VC","F3-01"
3412,"Bâtiment 128","Estimation de l'activité présentes dans la fosse en 2005","Déchets solides issus de la cellule ATTILA (84 fûts de 200 litres)","MA-VL","F2-3-08"
3413,"Bâtiment 128","Estimation de l'activité présentes dans la fosse en 2005","Déchets solides issus de la cellule ATTILA(84 fûts de 200 litres)","FMA-VC","F3-3-11"
3414,"Bâtiment 128","Estimation de l'activité présentes dans la fosse en 2005","Dechets solides issus de l'installation RM2(42 fûts de 200 litres)","FMA-VC","F3-3-11"
3415,"Bâtiment 128","Estimation de l'activité présentes dans la fosse en 2005","Déchets solides issus de l'installation RM2(42 fûts de 200 litres)","MA-VL","F2-3-08"
3416,"Déchets (activité estimée décroissance au 31/12/2012)",NA,"Capsules de titanate de strontium (15 unités)","HA","F1-3-04"
3417,"Déchets (activité estimée décroissance au 31/12/2012)",NA,"Colonnes d'élution (4 unités)","MA-VL","F2-3-14"
3418,"Déchets entreposés en attente d'expédition","Déchets TFA","Boues big bag","TFA","TFA"
3419,"Déchets entreposés en attente d'expédition","Déchets TFA","Déchets technologiques(1 fûts de 200 litres)","TFA","TFA"
3420,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Amont du cycle du combustible:(191176 colis)","FMA-VC","CM"
3421,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Aval du cycle du combustible:(538717 colis)","FMA-VC","CM"
3422,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Centre nucléaires de production d'électricité:(331929 colis)","FMA-VC","CM"
3423,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Centres d'études de production ou d'expérimentation travaillant pour la force de dissuasion:(81060 colis)","FMA-VC","CM"
3424,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Centres d'études et de recherche du CEA civil:(179863 colis)","FMA-VC","CM"
3425,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Etablissements de la défense:(22992 colis)","FMA-VC","CM"
3426,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Etablissements de recherche (hors centres CEA):(52710 colis)","FMA-VC","CM"
3427,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Etablissements de traitement des déchets ou de maintenance:(7048 colis)","FMA-VC","CM"
3428,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Industries non nucléaires utilisant des matériaux naturellements radioactifs:(63770 colis)","FMA-VC","CM"
3429,"Déchets stockés de 1969 à 1994","Répartition du volume conditionné et du nombre de colis stockés pour chaque catégories de producteurs","Médical(8401 colis)","FMA-VC","CM"
3430,"Exploitation et maintenance des ateliers","Autres déchets ","Autres déchets métalliques ","FMA-VC","DIV3"
3431,"Exploitation et maintenance des ateliers","Autres déchets ","Boues (Contaminées, Déshydratées, de Décantation) (13,07 m3 - 1 t )","AUTRES","DSF"
3432,"Exploitation et maintenance des ateliers","Autres déchets ","Déchets métalliques divers(1154,81 m3 - 1 t )","TFA","TFA"
3433,"Exploitation et maintenance des ateliers","Autres déchets ","Déchets technologiques divers(1 unité)","MA-VL","DIV2"
3434,"Exploitation et maintenance des ateliers","Autres déchets ","Filtres de Ventilation (HE, THE, Charbon Actif, Aspirateur de chantier)(33,68 m3 - 1 t )","AUTRES","DSF"
